en,es,de,zh,ja,he,id
0.7946813901265463,0.7762336366706424,0.8016928566826714,0.2925455653005176,0.2899879763523738,0.35086918705039555,0.33287514332267976
0.7734506461355422,0.357120876510938,0.5656831794314914,0.3361171997255749,0.36351727942625683,0.3517982049120797,0.38139188124073875
0.6128907634152306,0.47599761022461784,0.2848856531911426,0.2535407377613915,0.19613389091359246,0.25793976088364917,0.18958210200071335
0.5088586807250977,0.3048346158530977,0.25083307425181073,0.2680435710483127,0.25073569516340893,0.24877480500274235,0.1758383967810207
0.5706208215819465,0.23189285728666517,0.4574255777729882,0.23275468001763025,0.23325803710354698,0.22107076479329002,0.1878240414791637
0.6833360526296828,0.6719595260090299,0.48178615669409436,0.3575037353568607,0.5065713326136271,0.3394610062241554,0.6761226720280118
0.7179849611388313,0.5565973023573557,0.5338388979434967,0.36606650551160175,0.3596378266811371,0.3821784638696247,0.7039338317182329
0.7444313102298312,0.6254019935925802,0.3456140110890071,0.31615163220299614,0.35825931032498676,0.20120663775338066,0.20898321353726917
0.5915980007913377,0.42631449467606014,0.30084197885460323,0.1895320572786861,0.20954415698846182,0.20339425404866537,0.2543050878577762
0.6640558176570468,0.4338129692607456,0.2873972107966741,0.23796995315286848,0.17892619884676403,0.19275452113813824,0.1903373979859882
0.5122874842749702,0.4355315152141783,0.334780678153038,0.3099709368414349,0.29382991956339943,0.27188516822126174,0.22898517217901018
0.7100298139784071,0.6979849967691634,0.6373254325654771,0.29866669906510246,0.7029362685150571,0.2850121508042018,0.23835372096962398
0.6712677147653368,0.5249991963307062,0.444483929210239,0.3996203475528293,0.3185219748152627,0.32397519714302486,0.2423082184460428
0.7977902094523112,0.3655568477180269,0.5847133662965562,0.3447531859079997,0.3228043135669496,0.342337455186579,0.5462365928623412
0.6861067944102817,0.5604748825232188,0.40428657829761505,0.21452456133233178,0.16050196521812016,0.20699099865224627,0.28173888391918606
0.5439025892151726,0.5651746988296509,0.33501489129331374,0.33832072218259174,0.334456205368042,0.28982780708207023,0.38771841923395794
0.6611266997125413,0.6138389805952708,0.2903360327084859,0.21184534000025856,0.22363223632176718,0.19020790523952907,0.3683340897162755
0.6870514684253268,0.44178681241141426,0.5086719509628084,0.2188463086883227,0.1609732425875134,0.19360816975434622,0.34679249591297573
0.6719540688726637,0.35529012978076935,0.2920643107758628,0.31608396685785717,0.23875360935926437,0.30301031801435685,0.485018528583977
0.665318939420912,0.22576468686262766,0.5587165604035059,0.3625294781393475,0.323899519112375,0.3019782230257988,0.2268312449256579
0.6501657896571689,0.5273749033610026,0.32460258569982314,0.2364797227912479,0.1713353759712643,0.220941929353608,0.3217296501000722
0.6729082233375974,0.45552925268809,0.3063535342613856,0.29976597759458756,0.2607075820366542,0.22927037378152212,0.19151046127080917
0.7369233833418952,0.21265431162383822,0.37064650489224327,0.3138146499792735,0.2688216550482644,0.28949886394871605,0.10225911810994148
0.6512337691254086,0.3311342845360438,0.2368695636590322,0.2925270249446233,0.3071929001145893,0.20900004439883763,0.3820330881410175
0.7088570528560214,0.7480150527424283,0.4377056062221527,0.25924000640710193,0.20929447478718227,0.24667161206404367,0.23764442569679683
0.7149818804528978,0.3466571254862679,0.5634125305546654,0.3514769557449553,0.3040961374839147,0.3427909662326177,0.20600797318749958
0.5916117760870192,0.4140656722916497,0.341087872783343,0.31547142068545025,0.33179259796937305,0.3092218306329515,0.30260088708665633
0.6619869205686781,0.5901929239432017,0.5199124763409296,0.3138747794760598,0.23031113627884123,0.25090200702349347,0.38861263874504304
0.7389154235521952,0.6285767720805274,0.44229179124037427,0.4044782900147968,0.36223577459653217,0.42495731512705487,0.4269371297624376
0.7054447333017985,0.7132603724797567,0.6007722417513529,0.1778077549404568,0.18294494516319698,0.23408860630459255,0.17495572484201855
0.7274341384569804,0.6670801507102119,0.5913541979259915,0.37379664182662964,0.3162510113583671,0.29011647237671745,0.25995711816681755
0.7845218843883939,0.7613017426596748,0.6394309235943688,0.39369209441873765,0.32635878688759273,0.3718039178185993,0.7723791400591532
0.7126327885521783,0.48147806690798867,0.39689341684182483,0.26929846074846053,0.22677081326643625,0.18940951178471246,0.37143275803989834
0.6754312250349257,0.5915669202804565,0.47862474454773796,0.3506506515873803,0.5387832787301805,0.31489912668863934,0.28694992429680294
0.6990334987640381,0.6305097573333316,0.480240512225363,0.4708552327420976,0.36682285865147907,0.40796037018299103,0.40294157299730515
0.6171318954891629,0.502988788816664,0.5156378481123183,0.36456192864312065,0.2759011040131251,0.32877299520704484,0.09702461875147289
0.679498659239875,0.6581851575109694,0.6131120986408658,0.43880118595229256,0.3630453795194626,0.4446329540676541,0.6900789770815108
0.5447426206535764,0.4032403661145104,0.5628659062915378,0.2787274933523602,0.2882259686787923,0.2366554339726766,0.26798572805192733
0.7270854910214742,0.3722871442635854,0.35563171406586963,0.42491640316115487,0.28552091783947414,0.336877821220292,0.3336114287376404
0.702210545539856,0.4584433138370514,0.5791788597901663,0.3308341685268614,0.2796017395125495,0.3234073089228736,0.4551337940825356
0.665500693851047,0.697173943122228,0.7022092805968391,0.7040673560566373,0.655027323298984,0.31835462980800205,0.6856874095069038
0.7844072381655375,0.6846119264761606,0.2366628787583775,0.3232584049304326,0.3371294438838959,0.283877475394143,0.6579310198624929
0.5539455811182658,0.5754448738363054,0.27813012070126003,0.238396061791314,0.2838913020160463,0.2546328968471951,0.31712930897871655
0.6590292718675401,0.45404893822140163,0.3735880222585466,0.3298119968838162,0.24188229855563906,0.2919815323419041,0.45275941159990096
0.792119734817081,0.7827832930617862,0.8154332836469015,0.3377705713113149,0.20244331492318046,0.2641933278905021,0.8165693018171523
0.6372092664241791,0.6571465896235572,0.6033307247691684,0.3176683204041587,0.5447969767782423,0.3620438658528858,0.1907888584666782
0.49299995766745675,0.27522602180639905,0.2389261167910364,0.2824942097067833,0.20541728205151027,0.23385432196987999,0.2595533976952235
0.6571112010214064,0.6734756628672282,0.6519880592823029,0.3749517732196384,0.5184955166445838,0.3129650089475844,0.316229533818033
0.638420389758216,0.3077138430542416,0.3550215760866801,0.19022986541191736,0.15952910400099224,0.1983654217587577,0.26713579727543724
0.717689659860399,0.6512489020824432,0.7015741335021125,0.48454367452197605,0.3206327226426866,0.2946639276213116,0.3104703227678935
0.7717433969179789,0.38187747697035473,0.5980893903308444,0.48626981841193306,0.49037005007267,0.37856627586815095,0.47486398617426556
0.7574886348512437,0.7925440337922838,0.7797828714052836,0.37334679067134857,0.5096275409062704,0.36679596702257794,0.5256611870394813
0.6959776216083102,0.44927628835042316,0.20710152387619019,0.22432411213715872,0.2883963684240977,0.2622930904229482,0.15079105810986626
0.8059157331784567,0.6193061802122328,0.7548995481597053,0.5140327976809608,0.38290661738978493,0.33801232443915474,0.43705574174722034
0.687303344408671,0.6148728860749139,0.27676853868696427,0.4763645927111308,0.6321733130349053,0.26818717353873783,0.6385808421505822
0.6246913009219699,0.3602949182192485,0.48954734206199646,0.36231400072574615,0.29531750745243496,0.26891354885366225,0.31408895883295274
0.7341638869709439,0.4004080825381809,0.5859727660814921,0.330569757355584,0.29381682475407916,0.31833866735299426,0.5309352212482028
0.7138337956534492,0.4275109072526296,0.7070357203483582,0.34007955259746975,0.34382803903685677,0.2921079330974155,0.35064654383394456
0.7154804865519205,0.2888689653740989,0.24235430028703478,0.33243101504113937,0.25847259908914566,0.2989219112528695,0.22394958055681652
0.7637741102112664,0.7273737589518229,0.8080587850676643,0.37975836131307816,0.6132591201199425,0.3065012709961997,0.8176145553588867
0.648510668012831,0.5149624678823683,0.6701735258102417,0.6424965692891015,0.6968795988294814,0.2915097077687581,0.27391812536451554
0.6530486146608988,0.31399677362706924,0.24905983938111198,0.36098919808864594,0.23403692411051857,0.3340340372588899,0.39650943875312805
0.7939799560440911,0.38085934188630843,0.309176214867168,0.48027556969059837,0.2649097856548097,0.35084078709284466,0.19989202751053703
0.7419663468996683,0.5977760851383209,0.7209477755758498,0.40160948865943485,0.3615587403376897,0.34761059118641746,0.3859466380543179
0.6918179127905104,0.3932102852397495,0.6176145672798157,0.3438807560337914,0.24714410222238964,0.36225131154060364,0.3393186463250054
0.5457347002294328,0.4528558585378859,0.26415276527404785,0.1843960475590494,0.19066107935375637,0.2161754990617434,0.18082797361744773
0.7526755465401543,0.8066790766186185,0.7152384453349643,0.5717493130101098,0.2668065420455403,0.2932705564631356,0.31997503174675834
0.6940111517906189,0.6503034234046936,0.6597485277387831,0.3433145847585466,0.3404274359345436,0.37569766243298847,0.6341077023082309
0.7092847526073456,0.3450469473997752,0.4359597514073054,0.3588617477152083,0.24189150912894142,0.3420184204975764,0.22158934672673544
0.6546765632099576,0.6786595318052504,0.6465035478274027,0.38393550283379024,0.25897592637274003,0.3577757560544544,0.49571822418106926
0.714662942621443,0.3666154642899831,0.6471715105904473,0.3803468545277913,0.2553108549780316,0.3627266155348884,0.5791087117460039
0.7319598860210843,0.5216409034199185,0.36683959596686894,0.2703021913766861,0.2676064372062683,0.3567463507254918,0.2909138115743796
0.5811464918984307,0.3282151139444775,0.5368328624301486,0.22553806338045332,0.1969117166267501,0.1752659728129705,0.32954151762856376
0.626300123002794,0.28186942471398246,0.2235272377729416,0.17281303140852186,0.20131934103038576,0.1887969763742553,0.2666199505329132
0.7679484221670363,0.557173083225886,0.4286812510755327,0.33392438458071816,0.1739794740246402,0.2884953237242169,0.35214870009157395
0.763697107632955,0.5690367023150126,0.7190665503342947,0.17981498522890937,0.16808834920326868,0.16627761307689878,0.19645169294542736
0.8013752698898315,0.7965900997320811,0.8002210590574477,0.3080151379108429,0.5557765927579668,0.28786952296892804,0.2675737142562866
0.5372919175359938,0.23447374006112418,0.22514861904912525,0.3175457881556617,0.27220123675134444,0.27982209788428414,0.26156537814272773
0.6798581414752536,0.42167984114752877,0.4559622456630071,0.35482409927580094,0.21542832338147694,0.28342963920699227,0.18510451995664173
0.7841007510821024,0.2316102095776134,0.786204907629225,0.28697583079338074,0.22922831773757935,0.26327908204661477,0.8112569981151156
0.59006467461586,0.3071444316042794,0.4106909996933407,0.2874036348528332,0.3355246086915334,0.3329930322037803,0.3175549722380108
0.5409643782509698,0.4846283263630337,0.2863810352153248,0.229385859436459,0.16974324194921386,0.200487376915084,0.2073324496547381
0.6094467209445106,0.6235124203893874,0.61261162492964,0.323827948835161,0.25178510281774735,0.2826267232497533,0.2541390856107076
0.7211919691827562,0.558618457780944,0.46496965487798053,0.4368422246641583,0.297599615322219,0.30790496865908307,0.1995664338270823
0.5669281714492374,0.3135431408882141,0.33678386277622646,0.36151210135883755,0.2763526340325673,0.35689743359883624,0.26186928318606484
0.6351120273272196,0.43602843085924786,0.27187255521615344,0.1906537339091301,0.10992271867063311,0.19673442178302342,0.22044562465614742
0.74002030160692,0.7002489798598819,0.6903340816497803,0.2817691109246678,0.2667359204755889,0.268103510969215,0.16191245863835016
0.6611456142531501,0.6819294492403666,0.3917854477961858,0.31376439664098954,0.2950400941901737,0.3195502327548133,0.3215905908081267
0.650307685136795,0.5232106149196625,0.5928893619113498,0.33962081372737885,0.22119879888163674,0.2738759087191688,0.3410370929373635
0.6557847857475281,0.2197265269027816,0.20294815053542456,0.19071870545546213,0.1728824923435847,0.17070684168073866,0.16888111498620775
0.8210090067651536,0.5060958961645762,0.28464124268955654,0.3396110799577501,0.17500031408336428,0.23281662580039766,0.25069909460014767
0.7961692876285977,0.6654113862249587,0.23895878427558476,0.24616980221536425,0.1912868544459343,0.2674815058708191,0.2722859200504091
0.6896308859189352,0.25568783945507473,0.4150274611181683,0.24950244691636828,0.1949361032909817,0.2983124322361416,0.7439030938678317
0.7709276874860128,0.7064289285076989,0.29242584771580166,0.2863936084840033,0.2457351634899775,0.2908381861117151,0.21660897798008388
0.7906442549493577,0.7888299822807312,0.7958179348044925,0.39428539243009353,0.6104063159889646,0.30026257865958744,0.196559592253632
0.6473947299851311,0.45694633656077915,0.5205694172117445,0.3536067803700765,0.36583607892195386,0.2963911220431328,0.4424794581201341
0.7746569779184129,0.2532159023814731,0.6327972312768301,0.3351964404185613,0.23603396117687225,0.26534196734428406,0.32977453702025944
0.7040224373340607,0.7456370360321469,0.44464001556237537,0.44070815212196773,0.23470790684223175,0.2940664779808786,0.2913004391723209
0.7270541985829672,0.5940906306107839,0.3520906898710463,0.3348788006438149,0.3187422702709834,0.28669453660647076,0.2733895795212852
0.6727390289306641,0.2773016542196274,0.43950605558024514,0.2971872604555554,0.2448115713066525,0.26350126498275334,0.278431064552731
